Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1 Name,Agent1 Number,Agent2 Name,Agent2 Number,PropertyId,image_urls,Url
"1105 52-54 O'sullivan Road, Glen Waverley, Vic 3150","$660,000 to $680,000",2,2,,1,"Ideally positioned within the prestigious Glen Waverley Secondary College catchment area (subject to school zone availability), this stylish apartment offers unparalleled convenience. Walking distance to The Glen Shopping Centre, various eateries along Kingsway, Village cinema, and Glen Waverley Train Station.,This stylish apartment embodies modern living with utmost convenience, offering seamless access to education, shopping, and transportation, thereby presenting an unparalleled lifestyle opportunity.,Features:,- An open-plan living/dining area provides a spacious and inviting ambiance.,- 2 bedrooms and 2 bathrooms. Master with ensuite and main bathroom with rainfall effect shower, floor-to-ceiling tiles and toilet. ,- Modern kitchen with stone benches, Ilve stove, Ilve oven, Fisher & Paykel dishwasher, and ample cupboard space.,- Heating and cooling systems for year-round comfort.,- Balcony with views. ,- 1 car space in the secure underground parking and a storage cage.,Experience the epitome of contemporary living in this modern apartment.,Call Conan to arrange a private inspection at 0433 900 003.,Disclaimer: We have in preparing this document used our best endeavours to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospective purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist.",Conan Ong,0433900003,Dr Fonny Sujanto,0434818088,144263356,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/1d4aa95193383585376bc31749f17720ab0be8c5844a51b633b8ecea0f954e7e/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/456adca3c122b6e6342bf7202bcfb627fbcf68e3cb5ea34f6138c815ff2841b4/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/456adca3c122b6e6342bf7202bcfb627fbcf68e3cb5ea34f6138c815ff2841b4/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/3df825f082435d87fb94f9e2160a4889bd20d4973f50c2cf9827fa2b8ce19d53/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/1c2656ddc3158967d2a3d8e6c5ae15cb31a9eef0669540a9285513cf792d4618/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-144263356
"23 Diamond Avenue, Glen Waverley, Vic 3150","$1,580,000 - $1,650,000",4,2,663m²,2,"Open for inspection at 10:00am - 10:30am This Saturday & Sunday 20& 21 April,* Within Glen Waverley Primary School & Highvale Secondary College Catchment Zone (STSA),* Frontage: appx.18 metre wide x 37metre depth,Set on a regular block of approx. 663m2 in central Glen Waverley & perfectly positioned within walking distance to Glen Waverley Primary School & Highvale Secondary College and The New Glen Shopping Centre just up the road, this well kept family home was renovated with a family focused floorplan & quality family lifestyle in mind.,• Quiet family friendly location within walking distance to local primary and secondary schools including Highvale Secondary College, Glen Waverley Primary & Highvale Primary School,• Offering exceptional living spaces, with a family friendly floor plan with formal lounge room, separate dining ,• Four sizable bedrooms including 3 with BIRs plus a home office or study and 2 modern bathrooms with a dual basin vanity & skylight,• Sparkling modern kitchen equipped with quality appliances, extensive Caesarstone benchtops & abundant storage space;,• A covered pergola is overlooking outdoor gardens, double lock up garage, garden shed + wide driveway offering more parking space;,• Gas ducted heating throughout, polished Tassie Oak hardwood floorboards plus split-system air conditioning; ,• Update the original home or re-develop a brand new luxury home with breath-taking views of The Dandenong Ranges, the option is in your hands (STSA),• Super conveniently located within close proximity to all desired amenities and services,Conveniently located in a highly sought-after neighbourhood, within the Highvale Secondary College catchment and walking distance to Glen Waverley Primary school and near a short stroll to The Glen Shopping Centre and Kingsway Dining Strip, Bushy Park Wetlands, Jells Park, reserves and public transport easy access to Glen Waverley train station & EastLink motorway, this family home is sure to be impressive.,Contact Jerry Zhu 0401 753 099 for more information.,PHOTO ID REQUIRED AT ALL OPEN FOR INSPECTIONS,INSPECTION TIMES are subject to change without notice,Disclaimer: We have in preparing this document used our best endeavours to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospect purchasers should make their own enquiries to verify the information contained in this document and refer to the due diligence check-list provided by consumer affairs. Click on the link for a copy of the due diligence check-list: http://www.consumer.vic.gov.au/duediligencechecklist",Jerry Zhu,0401753099,Francis Leung,0398875111,144378892,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/56b6393914cafd2a65c6ede81068b6ababbbbfe81dbe067a906e196d7d7c0cc3/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/75c0ef38025cf97e65711ac71e9b86874ca3d191a42c9fdf9fb6ccf19943ba67/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/75c0ef38025cf97e65711ac71e9b86874ca3d191a42c9fdf9fb6ccf19943ba67/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/dad4eb030b9c5657263465bd1cd5b2eef5861304abc62712afee2cddc3a53d76/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d2d538e9a01a6b5a613df803b45558b6ec70bb86c706d69b22052cb4b3cb6e1c/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144378892
"Type B4A/583 Ferntree Gully Road, Glen Waverley, Vic 3150","$1,475,000",4,3,207m²,2,"•	Three level, three bedrooms with an additional flexi room townhome provides generous living space with large glass doors that open to an entertainer’s backyard. ,•	This townhome is one of the larger residences in the estate. ,•	Spacious master bedroom with WIR ,•	Three additional upstairs bedrooms with a large family bathroom,•	Separate laundry room,•	Double garage,•	Abundant amount of storage and cupboards throughout including a outdoor shed,•	Large, landscaped backyard with paved courtyard,•	Suited for downsizers, upsizers or maturing families.,Floret is a vibrant new community of premium townhouses located in Glen Waverley, available from $126M.,With elevated interiors designed by award-winning architects RotheLowman and verdant landscapes by renowned ASPECT Studios, our Floret Townhouses share a rich synergy between built and natural environments.,Supporting the needs of a modern lifestyle, Floret boasts proximity to vast retail offerings, eminent public and private schools, universities and expansive green spaces.,Display suite is open by appointment.,583 Ferntree Gully Road, Glen Waverley  ,FloretHomes.com.au",Shin Fu,03,Sherroy Ong,90179250,140791955,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/af524ebab1a41772c7058e9325cef9de961df2206608909dfa7d4d9083470638/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/be06e81310482d26f1b67e0df1d26bcff01da18e73e38ea042b62f7e8f1690bd/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2898a5368c0b1696f85c6d927051f34eff645a76898a755d2707d2c52f5193a6/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ebc9edfb10fa85909e1ef3266ba12501ccff0d8d2539238785db48c80214c867/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6d89ab59f43f2e1eea079540f45d9a8ba8992b3dd7fbb1cc5c50562ec109fa87/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-140791955
"13 Torwood Avenue, Glen Waverley, Vic 3150","$1,635,000",4,2,629m²,2,"A peaceful single level sanctuary on a quiet avenue, this thoughtfully designed four bedroom, two bathroom home delivers a perfect combination of light-filled spaces, ripe for the growing family.,Featuring a swimming pool and a rear gate out to a parkland trail to the Napier Park playground, there are three distinct living zones that everyone will enjoy. The spacious lounge/dining room flows to the elegant kitchen with stainless steel appliances, the meals/family room an under-cover alfresco. Crowned with vaulted ceilings, the rear rumpus room extends out to a sunny pool-side deck.,Zoned for Mount View Primary School and Highvale Secondary College, walk to the bus stop for a quick trip to The Glen Shopping Centre, train station, Wesley College and Monash University.,- Fabulous four bedroom, two bathroom single level home,- Three spacious living zones,- A swimming pool,- Under-cover and open alfresco areas,- Master bedroom with ensuite,- Rear gate to a parkland trail,- Double garage,- Ducted heating and split system air-conditioning,- Walk to the primary school,- Catch the bus to The Glen, the train and Wesley College,---------------------------------------------------------------------------,Live Streaming via GAVL,McGrath clients have the opportunity to watch, bid and buy on live property auctions.,Register through www.gavl.com and follow the property link:,https://x5u9a.app.goo.gl/Dvgs,To be able to bid online, you must download the free GAVL App. ",Wilson Shi,0420481226,Ripple Wu,0433903099,144240472,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d51910a2c2507c315325d8d043b2ea95783966046129fe4d86b57ac50cff12f8/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/7031adbb56286a1a18f605e4326e5d15822d4dbdac62d36c65a5add9055b5e57/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/7031adbb56286a1a18f605e4326e5d15822d4dbdac62d36c65a5add9055b5e57/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/3fbfe9954a1363e0d9f3b3120d4882cfcd930e39a20ddae417a6d317af6b2835/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/dfbbfa8918395ff4222b604a508e6a9586a401d044571e8e4e98554ca645b0a0/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144240472
"Type B6/583 Ferntree Gully Road, Glen Waverley, Vic 3150","$1,565,000",4,3,207m²,2,"•	A lovely east/west orientated double storey townhome with north facing windows,•	Well defined layout with individual dining and living space that opens to a balcony ,•	A multi-purpose room on the ground floor provides flexibility to be used as a study or home office.,•	A powder room and laundry are positioned on the ground floor,•	Double garage,•	Generous storage throughout including a storage shed in the back courtyard. ,•	Suitable for those looking to upsize or for maturing families that require additional space,Floret is a vibrant new community of premium townhouses located in Glen Waverley, available from $1.26M.,With elevated interiors designed by award-winning architects RotheLowman and verdant landscapes by renowned ASPECT Studios, our Floret Townhouses share a rich synergy between built and natural environments.,Supporting the needs of a modern lifestyle, Floret boasts proximity to vast retail offerings, eminent public and private schools, universities and expansive green spaces.,Display suite is open by appointment.,583 Ferntree Gully Road, Glen Waverley  ,FloretHomes.com.au",Sherroy Ong,0423426018,Shin Fu,03,140791835,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/af524ebab1a41772c7058e9325cef9de961df2206608909dfa7d4d9083470638/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/be06e81310482d26f1b67e0df1d26bcff01da18e73e38ea042b62f7e8f1690bd/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2898a5368c0b1696f85c6d927051f34eff645a76898a755d2707d2c52f5193a6/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ebc9edfb10fa85909e1ef3266ba12501ccff0d8d2539238785db48c80214c867/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6d89ab59f43f2e1eea079540f45d9a8ba8992b3dd7fbb1cc5c50562ec109fa87/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-140791835
"26 Silverwood Way, Glen Waverley, Vic 3150","$1,200,000 - $1,300,000",3,2,404m²,2,"Celebrating family life with dual living zones and a sunlit design, this Silverwood Estate home embodies a wonderful indoor-outdoor aura with a beautiful garden courtyard to one side and alfresco entertaining to the other. ,Superbly designed to peer out into the entertaining zone whilst opening onto  garden fully reticulated, the formal lounge room is accompanied by a spacious dining area where mealtimes can be enjoyed with the family. ,Stylish floorboards entice you through to the generous kitchen boasting a Blanco gas stove, Kleenmaid oven, Fisher & Paykel dishwasher plus an adjacent family room that's embraced by windows. ,Achieving the perfect fusion between inside and out, sliding doors open onto a northerly oriented alfresco entertaining zone that's paved for easy maintenance and perfectly sized for relaxed afternoons with friends. ,Adding to the home's family friendly credentials, you'll find three robed bedrooms complete with a master bedroom boasting mirrored built-in-robes with dressing area and ensuite, accompanied by a family bathroom, separate toilet and laundry. ,Comfort is comprehensive with the inclusions of ducted heating, evaporative cooling, split system air conditioning, ducted vacuum, alarm, high ceilings, garden shed plus a automated double garage doors with internal access. ,Zoned to the much-admired Mount View Primary and Highvale Secondary College (STSA), near Wesley College, Caulfield Grammar, The Glen Shopping Centre, buses, Glen Waverley Station, Jells Park, Dandenong Creek Trail and EastLink. ",Anita Meng,0410000898,Nuria Jewell,0450000898,144510812,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/3c9c58d57c9be53fd0537768c643cf1a3df54c89522abc21bcfd310fdf9af239/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/3c9c58d57c9be53fd0537768c643cf1a3df54c89522abc21bcfd310fdf9af239/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b9caf56f31f0f307401450d7efcb671d999eafa8f82ea73ec9620dd32a9140f6/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c6f3396f538b7a36c8982b76a0edadd1d9ab00c5a7d16e04211592387383c6b5/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144510812
"104 Springvale Road, Glen Waverley, Vic 3150","Offers Invited $950,000 - $1M",3,1,359m²,2,"Presenting first homebuyers and investors with an increasingly rare opportunity to get a foothold in the property market, this home enjoys a stylish carefree design only a short walk from The Glen Shopping Centre. ,Accessed via the service road with a secure portico entry, the home's flowing design takes you through to a light-filled lounge and dining room that's been updated with modern flooring for a fashionable feel. ,The adjacent kitchen is neatly presented and boasts a Blanco stove, Blanco oven, stainless steel dishwasher, glass splashbacks and double sinks, while sliding doors entice you out onto the entertaining zone with Dandenong Ranges views. ,Whether you're just starting out or accommodating a family, you'll appreciate the inclusion of three bedrooms, accompanied by a family bathroom, separate toilet and laundry. ,Well-appointed with ducted heating, air conditioning, alarm, fresh paintwork, garden shed, single garage plus driveway parking. ,Zoned to Highvale Secondary College (STSA), walking distance to Highvale Primary, The Glen Shopping Centre, buses, Glen Waverley Station and reserves with central access to Monash Freeway, EastLink and the Eastern Freeway. ,Photo ID required at all open for inspections.",Steven Zhang,0450365000,Jourdain Creigh,0430012267,144510436,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9772eaf3e211f562738e2715b98441e0011fc1e9715298e4c67e2dad2662e38e/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9772eaf3e211f562738e2715b98441e0011fc1e9715298e4c67e2dad2662e38e/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/bccb3ca4f47a68c4ec1e889da5424e4de8bd269eee48b99a13192d9b03e40dcb/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b74881f45594ad84f1b644f9003786b1905524ea9df8f0815e742abae34ac139/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144510436
"Type C1/583 Ferntree Gully Road, Glen Waverley, Vic 3150","$1,260,000",4,3,207m²,2,"•	Three level townhome providing a generous 4-bedroom layout for flexible living. ,•	Spacious light filled master bedroom with generous robe and en suite.  ,•	Study nook in second bedroom on second floor  ,•	A ground floor bedroom with a bathroom opposite provides the opportunity for multi-generational family living or the added flexibility to work from home.  ,•	Rear entry two car garage allows for additional storage,•	Drying courtyard off the garage,•	Suitable for young families or upsizers who are looking for more space and flexibility, perfect investment opportunity in the centre of Glen Waverley.,Floret is a vibrant new community of premium townhouses located in Glen Waverley, available from $$1.26M.,With elevated interiors designed by award-winning architects RotheLowman and verdant landscapes by renowned ASPECT Studios, our Floret Townhouses share a rich synergy between built and natural environments.,Supporting the needs of a modern lifestyle, Floret boasts proximity to vast retail offerings, eminent public and private schools, universities and expansive green spaces.,Display suite is open by appointment.,583 Ferntree Gully Road, Glen Waverley  ,FloretHomes.com.au",Silvia Pan,0456250228,Sherroy Ong,0423426018,140791435,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/af524ebab1a41772c7058e9325cef9de961df2206608909dfa7d4d9083470638/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/be06e81310482d26f1b67e0df1d26bcff01da18e73e38ea042b62f7e8f1690bd/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2898a5368c0b1696f85c6d927051f34eff645a76898a755d2707d2c52f5193a6/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ebc9edfb10fa85909e1ef3266ba12501ccff0d8d2539238785db48c80214c867/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6d89ab59f43f2e1eea079540f45d9a8ba8992b3dd7fbb1cc5c50562ec109fa87/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-140791435
"TYPE A3/583 Ferntree Gully Rd, Glen Waverley, Vic 3150","$1,395,000",3,3,226m²,2,"• Three level townhome providing a generous spacious layout for flexible living.,• A beautiful walk-in wardrobe in the second bedroom ,• A ground floor second living with a bathroom next to it provides the opportunity for multi-purpose family entertainment or the added flexibility to work from home.,• Drying courtyard off the garage,• Suitable for first home buyer, young families, downsizers or upsizers who are looking for more space and flexibility, perfect investment opportunity in the centre of Glen Waverley.,Floret is a vibrant new community of premium townhouses located in Glen Waverley, available from $995k.,With elevated interiors designed by award-winning architects RotheLowman and verdant landscapes by renowned ASPECT Studios, our Floret Townhouses share a rich synergy between built and natural environments.,Supporting the needs of a modern lifestyle, Floret boasts proximity to vast retail offerings, eminent public and private schools, universities and expansive green spaces.,Display suite is open by appointment. Please contact our sales team to book inspection.,Display Address: 583 Ferntree Gully Road, Glen Waverley,FloretHomes.com.au",Silvia Pan,0456250228,Sherroy Ong,0423426018,143721120,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/af524ebab1a41772c7058e9325cef9de961df2206608909dfa7d4d9083470638/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/be06e81310482d26f1b67e0df1d26bcff01da18e73e38ea042b62f7e8f1690bd/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2898a5368c0b1696f85c6d927051f34eff645a76898a755d2707d2c52f5193a6/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ebc9edfb10fa85909e1ef3266ba12501ccff0d8d2539238785db48c80214c867/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6d89ab59f43f2e1eea079540f45d9a8ba8992b3dd7fbb1cc5c50562ec109fa87/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-143721120
"2/99 Bogong Avenue, Glen Waverley, Vic 3150","$1,200,000 - $1,300,000",3,2,312m²,2,"Seamlessly mixing its modern style with the ultimate in comfort and convenience, this spacious townhouse ensures entertaining is effortless whilst embracing dual living zones in the elite Glen Waverley Secondary Zone (STSA). ,Resting at the rear of only two, the home's expansive design delights upon entry with sleek floorboards guiding you into the sun kissed formal lounge room where you can chat with guests during the winter months. ,A magnificent kitchen, dining and family room provides the perfect setting for everyday enjoyment and encompasses waterfall stone benches and splashbacks, gas stove, Euromaid oven, Dishlex dishwasher plus a breakfast bench. ,Flanking this space are sliding doors that span out onto a low-maintenance courtyard on one side and a generous entertaining deck on the other side with discreet gated access to the rear walking trail. ,Enjoying ground floor placement, the master bedroom comes equipped with a walk-in-robe and ensuite, supplemented on this level by a separate guest toilet and laundry. A central staircase takes you upstairs, here to two remaining bedrooms both feature built-in-robes and floorboards and are served by a bathroom with toilet. ,Curated for easy living and complemented by the inclusions of ducted heating, keyless entry, LED downlights, high ceilings, under stair storage, garden shed plus a double garage with internal access. ,Walking distance to central Glen Waverley where you can access trains and The Glen Shopping Centre, near Syndal South Primary, Glen Waverley Secondary, Wesley College, Kingsway restaurants, Bogong Reserve, Monash Aquatic Centre and freeways. ",Anita Meng,0410000898,Nuria Jewell,0450000898,144519536,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/836b57f23945bdaafa480b42a95809c446b0414393e0b5689e1af67aa1fceff0/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/836b57f23945bdaafa480b42a95809c446b0414393e0b5689e1af67aa1fceff0/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d3ffc525e8a412867a946b2c32c3b396c44855b60ded3afe3004246b3c80fdb0/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/47dd508c2da13a1ae27e9ec58abb939f5765f19d4660a073bca54cbeeecffb20/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144519536
