Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1 Name,Agent1 Number,Agent2 Name,Agent2 Number,PropertyId,image_urls,Url
"Address available on request, Glen Waverley, Vic 3150","$4,200,000",5,5,,2,"Boasting unforgettable luxury and displaying sensational indoor and outdoor space that will cater for all types of living situations, this exceptional 5 bedroom, 5 bathroom grand family home is in the Glen Waverley Secondary College zone (STSA).,Polished timber flooring and an abundance of lavish and quality fittings and fixtures combine to produce a fantastic living experience. There are living zones on the ground floor including a relaxed formal lounge room, open family and dining zones.,stone benchtops, soft-closing drawers, butler’s pantry, and stainless steel appliances define the gourmet kitchen. A downstairs guest bedroom enjoys a walk-in robe and ensuite, while an enormous upstairs master bedroom delivers a walk-in robe, beautiful double vanity ensuite. Upstairs also features four more bedrooms with BIRs, bathroom and large living zone.,Outdoor highlights include an undercover alfresco zone for summer meals, open deck area, and a landscaped garden big enough for kids to play. Other property extras include a downstairs powder room, laundry, ducted heating, refrigerated cooling, ducted vacuum, secure alarm, video intercom, and a double remote garage. ,Appreciate this superb location near The Glen Shopping Centre, Glendal Primary, Glen Waverley Secondary College, Wesley College, Caulfield Grammar, train station, bus, and close to M1 Monash Freeway and Eastlink.,Photo ID required at all open for inspections.",Peter To,0411563838,Jenny Jian,0411563838,140766459,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/017d08843e4cb4366972eed0be78c0f1a5f8291d88944cce514d570a3ac175fb/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c26327aa1977df325981b1995928d1acf83febfdd72961f90cee5b53fcc51833/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c26327aa1977df325981b1995928d1acf83febfdd72961f90cee5b53fcc51833/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/1ce2b00f7f936a206656e1fc6cabe3e5ae5ee0bc747e31edc00bfa9db4ac6160/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b368dfe1e311a555977b36db07d001e1fd6bf18dcab2fdfae48c0cd23503b501/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-140766459
"Type C1/583 Ferntree Gully Road, Glen Waverley, Vic 3150","$1,260,000",4,3,207m²,2,"•	Three level townhome providing a generous 4-bedroom layout for flexible living. ,•	Spacious light filled master bedroom with generous robe and en suite.  ,•	Study nook in second bedroom on second floor  ,•	A ground floor bedroom with a bathroom opposite provides the opportunity for multi-generational family living or the added flexibility to work from home.  ,•	Rear entry two car garage allows for additional storage,•	Drying courtyard off the garage,•	Suitable for young families or upsizers who are looking for more space and flexibility, perfect investment opportunity in the centre of Glen Waverley.,Floret is a vibrant new community of premium townhouses located in Glen Waverley, available from $$1.26M.,With elevated interiors designed by award-winning architects RotheLowman and verdant landscapes by renowned ASPECT Studios, our Floret Townhouses share a rich synergy between built and natural environments.,Supporting the needs of a modern lifestyle, Floret boasts proximity to vast retail offerings, eminent public and private schools, universities and expansive green spaces.,Display suite is open by appointment.,583 Ferntree Gully Road, Glen Waverley  ,FloretHomes.com.au",Silvia Pan,0456250228,Sherroy Ong,0423426018,140791435,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/af524ebab1a41772c7058e9325cef9de961df2206608909dfa7d4d9083470638/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/be06e81310482d26f1b67e0df1d26bcff01da18e73e38ea042b62f7e8f1690bd/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2898a5368c0b1696f85c6d927051f34eff645a76898a755d2707d2c52f5193a6/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ebc9edfb10fa85909e1ef3266ba12501ccff0d8d2539238785db48c80214c867/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6d89ab59f43f2e1eea079540f45d9a8ba8992b3dd7fbb1cc5c50562ec109fa87/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-140791435
"583  Ferntree Gully Road, Glen Waverley, Vic 3150","From $1,260,000",4,3,207m²,2,,,,,,,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ebc9edfb10fa85909e1ef3266ba12501ccff0d8d2539238785db48c80214c867/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d8a2d0ce658fd79095d5d2934174c84ad3cb1bd5ca8ee38282b1ca7d27da8e22/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2664edf173d15db1451b43a6f43f050ac8d0f554e47a076ee95795f9aaaca8c3/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/015455aedbe540c6c9f2278fde0ace98ea5ecb50eb6a0d93bc00a4ccf9a242ab/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ff848b02cf83de00f4df8a97ef1ecf25e7413160ab25c58fdec58b4933ff01c8/image.jpg",https://www.realestate.com.au/project/floret-glen-waverley-600036975
"1/20 Myrtle Street, Glen Waverley, Vic 3150","$2,450,000",4,4,383m²,2,"Exclusively refined with an elegant French Provincial profile, this imposing corner residence mesmerizes with its seductive open plan design, soaring high ceilings and luxury appointments.,Drawing you inside, stunning herringbone floorboards provide a cohesive flow from the open entry foyer and into the lavish kitchen, living and dining zone incorporating waterfall stone benches, glass splashbacks, 900mm appliances, Bosch dishwasher, soft-close cabinetry, island breakfast bench and walk-in-pantry, while a 2nd kitchen and an alluring entertaining deck provide added appeal for the avid chef and those who love to entertain.,Towards the front of the home a generous guest bedroom boasts a walk-through-robe to dual vanity ensuite, supplemented by a separate toilet and laundry. While a spacious retreat, study zone and balcony are placed upstairs along with the three additional bedrooms, each with walk-in-robes and ensuite, including the lavish master suite with sitting zone and walk-through-robe to dual vanity ensuite featuring a stone vanity, rainfall-effect shower, freestanding bath and toilet.,Luxury appointments include, keyless entry, ducted heating refrigerated air conditioning, alarm, intercom, CCTV, floor-to-ceiling tiles in all bathrooms, cloak/shoe closet, under stair storage, water tank, remote-controlled front gate plus a double garage with internal access.,Positioned in an exceptional location, within the GWSC zone with an easy walk to Aquatic Center and library, Glen Waverley Primary School, Glen Waverley Station, Glen Waverley Secondary College, Wesley College, Kingsway and The Glen Shopping Centre.",Bruce Liu,0424576188,Jackie Ji,0433161029,144336812,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8ba08f1537bab1c9b8263e780b49d01bdaf3b17b7531a4cdc93cc12cda9e8147/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2b4bf37a3654a71bf4a03eae9a2f4e263f9672cbb45334f8ff8a5ff1ba3bea92/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2b4bf37a3654a71bf4a03eae9a2f4e263f9672cbb45334f8ff8a5ff1ba3bea92/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/1315a26db9d62d0ea7b9aa762e428d23eb121f4f4a30b9d787f0e5f466d3138c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/fc9637182588235e7f258e1bf0c3c178d5e06aeb48b14bf6a76e3280a9316254/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144336812
"4 & 5 Abbot Court, Glen Waverley, Vic 3150","$850,000 - $910,000",4,2,,2,"Total land of 2082 sq mt approx.,Situated in a quiet court location within close proximity to Pinewood shopping center and easy access to Monsh freeway these 2 affordable properties offer an excellent opportunity for buyers looking to invest, build a new home or multi unit development STCA.,Positioned in the Pinewood primary zone and Brentwood secondary college zone STSA and minutes away from Monash university, the Glen shopping center and Syndal train station.,4 Abbott offers 4 bedrooms on an allotment of 1052 sq mt approx.,5 Abbott is an allotment of 1030 sq mt approx.,Auction Saturday 24 february at 1 pm if not sold prior.,Photo ID required at all open inspections",Natalie Visic,0466527094,Nick Kamaretsos,0438774249,144029204,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b379719d8dca9fa3e4120b7f79a1143db929a0d157a69a16f0ea336930913d26/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/5751ba71ea4ed87b91ace733af8fcefdf8bec6857f9925a8188fb0d1c1f854b1/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/5751ba71ea4ed87b91ace733af8fcefdf8bec6857f9925a8188fb0d1c1f854b1/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2eb203c4b86c4938f9209ec6f9668ae669a0e19b6cc2141dd388aeaf50d3b027/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/72ed995de867ace96c25ac09b52da25046891e276cf311324b05d3e8d055771b/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144029204
"19 Lowen Road, Glen Waverley, Vic 3150","$2,200,000",3,1,663m²,2,"Full of classic charm and enduring comfort, this 3 bedroom, 1 bathroom brick home is being sold for the first time in over half a century! Well-maintained throughout, traditional styling highlights a light-filled lounge, tidy kitchen/meals area, ducted heating, wall AC, huge shed and single carport with secure roller door. Providing move-in ready comfort while you consider your next move; breathe fresh life into the existing layout, or start anew and build your forever home or redevelop with multiple townhouses (STCA) on 663sqm (approx). Positioned in the esteemed Glendal Primary and Glen Waverley Secondary College catchments, moments to The Glen, buses, Glen Waverley and Syndal train stations, Wesley College plus the convenience of Monash and EastLink Freeways.",Calvin Huang,0433625756,Anthony Shu,0426270218,144335528,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/187af9de37b8262ca2a99a2d9d7dc3e3bf3d52530739d463924ffc79b81d096c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/1432935bb324285ebb8ab8e503588b1101e7a5891107e8a35eed0334b9ae461f/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/1432935bb324285ebb8ab8e503588b1101e7a5891107e8a35eed0334b9ae461f/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f7ae432d6b4f2d64ca502c4cc444dc612745a345049727e8c1b173f0fec54356/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/97f4867577f0873e50be079354c0a281240bece14832f15d6f2089d220283aef/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144335528
"Type B4A/583 Ferntree Gully Road, Glen Waverley, Vic 3150","$1,475,000",4,3,207m²,2,"•	Three level, three bedrooms with an additional flexi room townhome provides generous living space with large glass doors that open to an entertainer’s backyard. ,•	This townhome is one of the larger residences in the estate. ,•	Spacious master bedroom with WIR ,•	Three additional upstairs bedrooms with a large family bathroom,•	Separate laundry room,•	Double garage,•	Abundant amount of storage and cupboards throughout including a outdoor shed,•	Large, landscaped backyard with paved courtyard,•	Suited for downsizers, upsizers or maturing families.,Floret is a vibrant new community of premium townhouses located in Glen Waverley, available from $126M.,With elevated interiors designed by award-winning architects RotheLowman and verdant landscapes by renowned ASPECT Studios, our Floret Townhouses share a rich synergy between built and natural environments.,Supporting the needs of a modern lifestyle, Floret boasts proximity to vast retail offerings, eminent public and private schools, universities and expansive green spaces.,Display suite is open by appointment.,583 Ferntree Gully Road, Glen Waverley  ,FloretHomes.com.au",Shin Fu,(03)90179250,Sherroy Ong,0423426018,140791955,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/af524ebab1a41772c7058e9325cef9de961df2206608909dfa7d4d9083470638/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/be06e81310482d26f1b67e0df1d26bcff01da18e73e38ea042b62f7e8f1690bd/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2898a5368c0b1696f85c6d927051f34eff645a76898a755d2707d2c52f5193a6/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ebc9edfb10fa85909e1ef3266ba12501ccff0d8d2539238785db48c80214c867/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6d89ab59f43f2e1eea079540f45d9a8ba8992b3dd7fbb1cc5c50562ec109fa87/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-140791955
"616/39 Kingsway, Glen Waverley, Vic 3150","FOR SALE $590,000",2,2,,1,"•	Lifestyle Hub: This property is nestled in a lifestyle hotspot, with Kingsway restaurants, The Glen Shopping Centre, Glen Waverley Train Station, and the bus terminus right at your doorstep.,•	Top-Rated Schools: Enjoy the convenience of walking distance to Glen Waverley Primary, Glen Waverley Secondary, Wesley College, and nearby parkland, making it an ideal choice for families.,•	Bright and Open Living Space: Filled with an abundance of natural light, the open plan living, dining, and kitchen area seamlessly flows on carefree floorboards. The kitchen features white cabinetry, stone benches, and high-quality Bosch appliances, including a gas stove, oven, and dishwasher.,•	Prime Contemporary Lifestyle Living: This Ikon apartment stands as a headline act in contemporary lifestyle living, situated in the vibrant heart of Glen Waverley.,•	Stylish Design and Premium Appointments: It impresses with its splendid design and stylish appointments, making it an ideal choice as a lifestyle hub or a lucrative rental investment within the Glen Waverley Secondary Catchment (STSA).,	,•	Inviting Outdoor Retreat: Step outside through sliding doors onto a delightful balcony, perfect for sipping champagne with friends or enjoying your morning coffee in the outdoors.,•	Luxurious Bedroom Suites: Each of the two bedrooms boasts mirrored built-in-robes and their own ensuite bathrooms, adding a touch of luxury to everyday living.,•	Convenience Features: The apartment also includes a Euro laundry, split system heating/air conditioning for comfort, and a secure basement parking space.",Alan Zhang,0402200098,Darryl Wickham,0410554779,143062408,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b379719d8dca9fa3e4120b7f79a1143db929a0d157a69a16f0ea336930913d26/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/4e8d0ac63b166be2a458d10798bfd0c2b4b2c33d4d744a092ea341fd4fa8ae8b/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/4e8d0ac63b166be2a458d10798bfd0c2b4b2c33d4d744a092ea341fd4fa8ae8b/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6282786c8618f5f403ad99fb7efc4e21033660b0f08f69cb1bc1ce7547ad6b34/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/5c0ce215b62ad3c79519f9e1de91246063fad4fd76be964fd4b2af0dc83d65be/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-143062408
"118 Capital Avenue, Glen Waverley, Vic 3150","$2,000,000 - $2,200,000",5,3,641m²,2,"Discover the epitome of modern living in this stunning 5-bedroom residence, featuring dual living areas and a master suite on both levels. With 3 bathrooms, including a powder room, this home ensures comfort and convenience for the whole family.,The spacious kitchen comes complete with a butler's pantry, perfect for culinary enthusiasts. Enjoy the flexibility of multiple living areas, ideal for entertaining guests or relaxing with loved ones.,Situated on a corner block, this home offers North facing L-shaped yard areas with plenty of space for entertaining. The covered alfresco area provides a perfect setting for outdoor gatherings and relaxation.,Built in late 2019, this property offers modern comforts such as zoned heating and cooling. With flexible settlement options available, this is an opportunity not to be missed.,Located near prestigious schools like Highvale Primary/Secondary College and Camelot Rise Primary School, this home is perfect for families. Glen Waverley Shopping Centre is less than 2km away, providing easy access to trains, busses, dining, shopping, and entertainment options.,Photo ID required at all open for inspections.",Nicholas Richards,0401610003,Selena Sun,0435623697,144700304,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b379719d8dca9fa3e4120b7f79a1143db929a0d157a69a16f0ea336930913d26/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/a97e0d97676d8333ff3037c8b172a8230aea34cadaeb90e7908b194206df308e/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/a97e0d97676d8333ff3037c8b172a8230aea34cadaeb90e7908b194206df308e/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/feaf939f213334ff22fc7708b961b778ce363ae55a6ad74d954e2ea85a0f1d71/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/e60ca09fc4695cdcee339ce494cc1c477569174afba5583de327b2edafdf67fe/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144700304
"25 Driftwood Drive, Glen Waverley, Vic 3150","$3,059,999",5,5,650m²,2,"Crafted by Burbank to capture positive Feng Sui across a lavish 55 squares (approx.), this 5-bedroom 5-bathroom residence offers all the luxury of a modern mansion.  Positioned on the high side of the street for magnificent mountain viewing, this exclusively detailed home puts you in the prized school catchment for Mount View Primary and Glen Waverley Secondary College (STSA), with private education at nearby Wesley College and Caulfield Grammar.,	A spectacular 5m high entrance hall welcomes the family home in dramatic fashion, with polished porcelain tiling carrying you across the ground floor, Victorian Ash timber drawing you up the staircase and durable bamboo floors underfoot in the bedrooms.,	North facing to infuse the entire home with beautiful natural light, the master bedroom enjoys bright ambience behind double glazed windows and features its own ensuite, walk in robe and convenient ground floor position for intergenerational living or guests.,	The expansive floor plan set over two light-filled levels offers a dedicated home cinema, an open plan kitchen and living wing alongside the outdoor room (which can be fully closed) and a grand rumpus with terrace access to take in spectacular district outlooks all the way to The Dandenong Ranges.,	A stylish, practical kitchen is smartly designed with a waterfall stone central bench, soft close drawers, and a butler's pantry with Technika double oven and rangehood to serve as a private cooking station.,	Parents can enjoy beautiful parkland scenery from their palatial master suite which overlooks Hinkler Reserve, with the promise of blissful retreat from a spa ensuite with twin basins and an oversized shower.,	Window shutters, central heating and refrigerated cooling, ducted vacuum system, laundry chute, electric front gates, double garage with internal access and a low maintenance garden with a gazebo sun deck add to the exclusive credentials of this fully featured family wonderland.,	This is an exciting opportunity to embrace contemporary living at the heart of Glen Waverley, close enough to The Glen, GWSC and Mount View Primary to walk, surrounded by parks, schools, transport connections and the world class dining and retail precinct which has made the $500 million upgrade of The Glen such an attraction.",Nuria Jewell,0450000898,Anita Meng,0410000898,143902716,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6fed2fc7d32a3afb22afed1458b96c7f40d263ba24e07838f8d1b1e2e0f30b40/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6fed2fc7d32a3afb22afed1458b96c7f40d263ba24e07838f8d1b1e2e0f30b40/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ed51e86010723b933bb7a772067409dce8a06d80e45a2060e0687e4be97201ca/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/37a2a88b0d541fe9b3e9496d12d5078ad00c2a6e66e785f9077f16b877296b5e/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-143902716
